sku,description,weekly_picks,class
23571,TRADITIONAL NAUGHTS & CROSSES,2.55,A
22964,3 PIECE SPACEBOY COOKIE CUTTER SET,4.13,A
23328,SET 6 SCHOOL MILK BOTTLES IN CRATE,3.93,A
22899,CHILDRENS APRON DOLLY GIRL,4.23,A
22048,BIRTHDAY BANQUET GIFT WRAP,0.98,A
84691,PACK 20 DOLLY PEGS,2.3,A
21163,DO NOT TOUCH MY STUFF DOOR HANGER,2.69,A
22285,"DECORATION HEN ON NEST, HANGING",2.66,A
22433,WATERING CAN GREEN DINOSAUR,4.15,A
22040,BOTANICAL ROSE GIFT WRAP,0.9,A
22989,SET 2 PANTRY DESIGN TEA TOWELS,3.61,A
21824,PAINTED METAL STAR WITH HOLLY BELLS,2.17,A
21563,RED HEART SHAPE LOVE BUCKET,3.54,A
21447,12 IVORY ROSE PEG PLACE SETTINGS,3.32,A
22709,WRAP WEDDING DAY,0.73,A
17084N,FAIRY DREAMS INCENSE,1.82,A
21539,RETRO SPOTS BUTTER DISH,7.14,A
22292,"SPRING DEC , HANGING CHICK  YELLOW",2.28,A
21278,VINTAGE KITCHEN PRINT PUDDINGS,1.16,A
22422,TOOTHPASTE TUBE PEN,3.59,A
21123,SET/10 IVORY SPOTTY PARTY CANDLES,2.5,A
22478,BIRDHOUSE GARDEN MARKER,3.07,A
21713,CITRONELLA CANDLE FLOWERPOT,3.91,A
22814,CARD PARTY GAMES,2.87,A
23570,TRADITIONAL PICK UP STICKS GAME,2.79,A
84509F,NEW ENGLAND PLACEMATS,0.44,A
21806,WHITE CHRISTMAS HEART DECORATION,1.28,A
85176,SEWING SUSAN 21 NEEDLE SET,3.01,A
22893,MINI CAKE STAND T-LIGHT HOLDER,1.78,A
23173,REGENCY TEAPOT ROSES,4.05,A
22347,PIZZA SLICE DISH,1.12,A
22625,RED KITCHEN SCALES,9.59,A
21586,KINGS CHOICE GIANT TUBE MATCHES,2.48,A
21201,TROPICAL  HONEYCOMB PAPER GARLAND,2.34,A
85048,15CM CHRISTMAS GLASS BALL 20 LIGHTS,5.25,A
79063D,"RETRO PILL BOX , REVOLUTIONARY",0.12,A
22110,BIRD HOUSE HOT WATER BOTTLE,5.26,A
23506,MINI PLAYING CARDS SPACEBOY,1.49,A
47504K,ENGLISH ROSE GARDEN SECATEURS,3.1,A
84535B,FAIRY CAKES NOTEBOOK A6 SIZE,3.28,A
21745,GAOLERS KEYS DECORATIVE GARDEN,4.78,A
21041,RED SPOTTY OVEN GLOVE DOUBLE,5.33,A
23154,SET OF 4 JAM JAR MAGNETS,2.37,A
22715,CARD WEDDING DAY,2.1,A
22441,GROW YOUR OWN BASIL IN ENAMEL MUG,4.8,A
37444A,YELLOW BREAKFAST CUP AND SAUCER,0.5,A
23350,ROLL WRAP VINTAGE SPOT,2.99,A
22941,CHRISTMAS LIGHTS 10 REINDEER,4.98,A
85042,ANTIQUE LILY FAIRY LIGHTS,2.86,A
22358,KINGS CHOICE TEA CADDY,6.02,A
22718,CARD CAT AND TREE,2.58,A
22654,DELUXE SEWING KIT,6.03,A
23445,ICE CREAM BUBBLES,0.98,A
85040B,SET/4 BLUE FLOWER CANDLES IN BOWL,2.56,A
23320,GIANT 50'S CHRISTMAS CRACKER,3.28,A
16236,KITTY PENCIL ERASERS,2.58,A
22809,SET OF 6 T-LIGHTS SANTA,3.9,A
17038,PORCELAIN BUDAH INCENSE HOLDER,0.53,A
22360,"GLASS JAR, ENGLISH CONFECTIONERY",4.31,A
21949,SET OF 6 STRAWBERRY CHOPSTICKS,2.68,A
21702,SET 5 MINI GATEAUX  FRIDGE MAGNETS,0.08,A
23158,SET OF 5 LUCKY CAT MAGNETS,2.45,A
22736,"RIBBON REEL, MAKING SNOWMEN",4.25,A
23346,SPACEBOY BEAKER,1.79,A
22943,CHRISTMAS LIGHTS 10 VINTAGE BAUBLES,3.73,A
23508,MINI PLAYING CARDS DOLLY GIRL,1.26,A
22956,36 FOIL HEART CAKE CASES,2.82,A
21158,MOODY GIRL DOOR HANGER,3.18,A
22321,BIRD DECORATION RED SPOT,3.0,A
22997,TRAVEL CARD WALLET UNION JACK,2.16,A
21577,SAVE THE PLANET COTTON TOTE BAG,4.57,A
22349,"DOG BOWL , CHASING BALL DESIGN",3.57,A
22725,ALARM CLOCK BAKELIKE CHOCOLATE,5.54,A
21245,GREEN  SPOTTY PLATE,3.01,A
82599,FANNY'S REST STOPMETAL SIGN,5.13,A
22434,BALLOON PUMP WITH 10 BALLOONS,2.85,A
22607,WOODEN ROUNDERS GARDEN SET,7.3,A
22366,DOORMAT AIRMAIL,5.59,A
21911,GARDEN METAL SIGN,3.4,A
21705,BAG 500g SWIRLY MARBLES,2.24,A
22268,EASTER DECORATION SITTING BUNNY,2.4,A
23497,CLASSIC CHROME BICYCLE BELL,1.92,A
22690,DOORMAT HOME SWEET HOME BLUE,4.3,A
15056P,EDWARDIAN PARASOL PINK,3.35,A
21100,CHARLIE AND LOLA CHARLOTTE BAG,2.67,A
20970,PINK FLORAL FELTCRAFT SHOULDER BAG,5.74,A
22085,PAPER CHAIN KIT SKULLS,2.23,A
84937,KASHMIR FOLKART TUMBLERS,1.2,A
22266,EASTER DECORATION HANGING BUNNY,1.66,A
22582,PACK OF 6 SWEETIE GIFT BOXES,2.99,A
21845,DAIRY MAID STRIPE MUG,1.53,A
21328,BALLOONS  WRITING SET,6.52,A
23177,TREASURE ISLAND BOOK BOX,2.6,A
21291,SMALL SPOTTY CHOCOLATE GIFT BAG,1.54,A
21354,TOAST ITS - BEST MUM,2.17,A
16238,PARTY TIME PENCIL ERASERS,2.36,A
22406,MONEY BOX KINGS CHOICE DESIGN,2.17,A
23510,MINI PLAYING CARDS GYMKHANA,1.2,A
84596G,SMALL CHOCOLATES PINK BOWL,3.43,A
84828,JUNGLE POPSICLES ICE LOLLY HOLDERS,3.5,A
21880,RED AND WHITE SPOT TAPE,3.19,A
23340,VINTAGE CHRISTMAS CAKE FRILL,1.46,A
22337,ANGEL DECORATION PAINTED ZINC,1.49,A
23236,DOILEY STORAGE TIN,3.23,A
22133,PINK LOVE HEART SHAPE CUP,3.22,A
22284,HEN HOUSE DECORATION,2.99,A
23121,PACK OF 6 COCKTAIL PARASOL STRAWS,1.14,A
21990,MODERN FLORAL STATIONERY SET,4.94,A
21823,PAINTED METAL HEART WITH HOLLY BELL,2.28,B
21167,WHITE SAGE INCENSE,1.12,B
22773,GREEN DRAWER KNOB ACRYLIC EDWARDIAN,2.31,B
40001,WHITE BAMBOO RIBS LAMPSHADE,1.19,B
22798,ANTIQUE GLASS DRESSING TABLE POT,3.63,B
23545,WRAP RED DOILEY,0.81,B
22072,TEA CUP AND SAUCER RETRO SPOT,5.24,B
21292,SMALL STRIPES CHOCOLATE GIFT BAG,0.89,B
37450,CERAMIC CAKE BOWL + HANGING CAKES,3.92,B
22400,MAGNETS PACK OF 4 HOME SWEET HOME,2.35,B
72732,72732,0.01,B
22529,MAGIC DRAWING SLATE GO TO THE FAIR,1.54,B
37503,TEA TIME CAKE STAND IN GIFT BOX,5.01,B
72818,CHRISTMAS DECOUPAGE CANDLE,1.38,B
22978,PANTRY ROLLING PIN,2.28,B
21488,RED WHITE SCARF  HOT WATER BOTTLE,3.66,B
21107,CREAM SLICE FLANNEL PINK SPOT,3.25,B
23374,RED SPOT PAPER GIFT BAG,1.25,B
23345,DOLLY GIRL BEAKER,1.7,B
85071B,RED CHARLIE+LOLA PERSONAL DOORSIGN,1.66,B
21294,ETCHED GLASS COASTER,1.38,B
85230E,STRAWBRY SCENTED VOTIVE CANDLE,0.63,B
22717,CARD DOG AND BALL,2.1,B
22477,WATERING CAN GARDEN MARKER,2.7,B
21578,WOODLAND DESIGN  COTTON TOTE BAG,3.8,B
84510A,SET OF 4 ENGLISH ROSE COASTERS,4.68,B
22669,RED BABY BUNTING,4.37,B
23290,SPACEBOY CHILDRENS BOWL,2.05,B
22971,QUEENS GUARD COFFEE MUG,2.61,B
22304,COFFEE MUG BLUE PAISLEY DESIGN,1.69,B
37449,CERAMIC CAKE STAND + HANGING CAKES,4.71,B
22480,RED TEA TOWEL CLASSIC DESIGN,2.73,B
21058,PARTY INVITES WOODLAND,2.75,B
22170,PICTURE FRAME WOOD TRIPLE PORTRAIT,5.59,B
21211,SET OF 72 SKULL PAPER  DOILIES,2.32,B
22412,METAL SIGN NEIGHBOURHOOD WITCH,3.99,B
21883,STARS GIFT TAPE,2.22,B
21259,VICTORIAN SEWING BOX SMALL,6.55,B
21896,POTTING SHED TWINE,2.89,B
35954,SMALL FOLKART STAR CHRISTMAS DEC,1.22,B
21162,TOXIC AREA  DOOR HANGER,2.76,B
22208,WOOD STAMP SET THANK YOU,4.36,B
22224,WHITE LOVEBIRD LANTERN,3.96,B
21272,SALLE DE BAIN HOOK,3.46,B
23109,LED TEA LIGHTS,2.64,B
22674,FRENCH TOILET SIGN BLUE METAL,2.91,B
20985,HEART CALCULATOR,2.98,B
22217,T-LIGHT HOLDER HANGING LACE,2.1,B
22076,6 RIBBONS EMPIRE,3.75,B
21399,BLUE  SPOTTY  COFFEE MUG,1.14,B
23311,VINTAGE CHRISTMAS STOCKING,3.3,B
47568,ENGLISH ROSE DESIGN PEG BAG,3.96,B
22995,TRAVEL CARD WALLET SUKI,2.57,B
23356,LOVE HOT WATER BOTTLE,4.76,B
21161,KEEP OUT BOYS DOOR HANGER,2.08,B
23368,SET 12 COLOUR PENCILS DOLLY GIRL,2.28,B
85049D,BRIGHT BLUES RIBBONS,4.0,B
22093,MOTORING TISSUE BOX,2.76,B
22134,LADLE LOVE HEART RED,2.92,B
22482,BLUE TEA TOWEL CLASSIC DESIGN,2.21,B
47593B,SCOTTIES DESIGN BABY BIB,3.52,B
22580,ADVENT CALENDAR GINGHAM SACK,4.9,B
22980,PANTRY SCRUBBING BRUSH,2.83,B
21012,ANTIQUE ALL GLASS CANDLESTICK,2.99,B
85206A,CREAM FELT EASTER EGG BASKET,3.12,B
22365,DOORMAT RESPECTABLE HOUSE,4.39,B
85204,HANGING WOOD AND FELT FLOWER,1.52,B
22623,BOX OF VINTAGE JIGSAW BLOCKS,5.37,B
22429,ENAMEL MEASURING JUG CREAM,6.34,B
23089,GLASS BON BON JAR,2.18,B
47567B,TEA TIME KITCHEN APRON,3.58,B
17091A,LAVENDER INCENSE IN TIN,1.18,B
22649,STRAWBERRY FAIRY CAKE TEAPOT,4.98,B
22810,SET OF 6 T-LIGHTS SNOWMEN,3.5,B
23380,PACK OF 12 VINTAGE DOILY TISSUES,1.17,B
21126,SET OF 6 GIRLS CELEBRATION CANDLES,2.82,B
23032,DRAWER KNOB CRACKLE GLAZE IVORY,1.97,B
16016,LARGE CHINESE STYLE SCISSOR,1.05,B
23187,FRENCH STYLE STORAGE JAR BONBONS,0.71,B
84847,FLORAL BATHROOM SET,0.5,B
10123G,ARMY CAMO WRAPPING TAPE,0.18,B
23082,SET 6 PAPER TABLE LANTERN HEARTS,2.92,B
22751,FELTCRAFT PRINCESS OLIVIA DOLL,4.7,B
23211,RED ROCKING HORSE HAND PAINTED,1.56,B
22805,BLUE DRAWER KNOB ACRYLIC EDWARDIAN,2.33,B
22169,FAMILY ALBUM WHITE PICTURE FRAME,6.84,B
22063,CERAMIC BOWL WITH STRAWBERRY DESIGN,3.58,B
84792,ENCHANTED BIRD COATHANGER 5 HOOK,5.09,B
21403,BLUE EGG  SPOON,1.51,B
23159,SET OF 5 PANCAKE DAY MAGNETS,2.19,B
21948,SET OF 6 CAKE CHOPSTICKS,2.67,B
72586,"S/6 HALLOWEEN GHOST T LIGHTS, 5CM H",1.79,B
21389,IVORY HANGING DECORATION  BIRD,2.59,B
22521,CHILDS GARDEN TROWEL PINK,3.7,B
22520,CHILDS GARDEN TROWEL BLUE,3.65,B
23212,HEART WREATH DECORATION WITH BELL,1.86,B
21398,RED  SPOTTY COFFEE  MUG,1.23,B
85184C,S/4 VALENTINE DECOUPAGE HEART BOX,3.4,B
22896,PEG BAG APPLE DESIGN,3.63,B
22305,COFFEE MUG PINK PAISLEY DESIGN,1.41,B
21066,VINTAGE RED MUG,1.29,B
21143,ANTIQUE GLASS HEART DECORATION,2.04,B
21439,BASKET OF TOADSTOOLS,2.38,B
21192,WHITE BELL HONEYCOMB PAPER,2.32,B
23119,PACK OF 6 LARGE FRUIT STRAWS,1.45,B
79323P,PINK CHERRY LIGHTS,2.53,B
35471D,SET OF 3 BIRD LIGHT PINK FEATHER,3.5,B
23334,IVORY WICKER HEART SMALL,1.3,B
21640,ASSORTED TUTTI FRUTTI  FOB NOTEBOOK,2.13,B
21658,GLASS  BEURRE DISH,5.21,B
85017B,ENVELOPE 50 BLOSSOM IMAGES,3.12,B
21587,COSY HOUR GIANT TUBE MATCHES,2.82,B
22354,RETRO SPOT PADDED SEAT CUSHION,2.71,B
23122,PARTY CHARMS 50 PIECES,1.31,B
23366,SET 12 COLOURING PENCILS DOILY,1.9,B
84030E,ENGLISH ROSE HOT WATER BOTTLE,5.04,B
22334,DINOSAUR PARTY BAG + STICKER SET,2.59,B
22522,CHILDS GARDEN FORK BLUE,3.3,B
22948,METAL DECORATION NAUGHTY CHILDREN,1.89,B
22043,CHRISTMAS CARD SCREEN PRINT,1.26,B
22675,FRENCH KITCHEN SIGN BLUE METAL,2.66,B
23090,VINTAGE GLASS T-LIGHT HOLDER,1.46,B
21112,"SWISS ROLL TOWEL, PINK  SPOTS",1.87,B
21383,PACK OF 12 STICKY BUNNIES,3.28,B
23155,KNICKERBOCKERGLORY MAGNET ASSORTED,1.3,B
72802C,VANILLA SCENT CANDLE JEWELLED BOX,2.74,B
21866,UNION JACK FLAG LUGGAGE TAG,4.61,B
90167,BEADED LOVE HEART JEWELLERY SET,1.09,B
21805,WHITE CHRISTMAS TREE DECORATION,1.0,B
23108,SET OF 10 LED DOLLY LIGHTS,3.57,B
21224,SET/4 SKULL BADGES,3.11,B
20730,STRAWBERRY CANDY BAG,0.97,B
23191,BUNDLE OF 3 RETRO NOTE BOOKS,2.79,B
21241,GREEN SPOTTY CUP,2.5,B
85230B,CINNAMON SCENTED VOTIVE CANDLE,0.69,B
84754,S/15 SILVER GLASS BAUBLES IN BAG,2.3,B
23035,DRAWER KNOB CERAMIC IVORY,1.86,B
22187,GREEN CHRISTMAS TREE CARD HOLDER,3.7,B
23247,BISCUIT TIN 50'S CHRISTMAS,3.0,B
84975,HEART SHAPED MIRROR,2.12,B
22315,200 RED + WHITE BENDY STRAWS,3.89,B
22994,TRAVEL CARD WALLET RETROSPOT,2.1,B
22523,CHILDS GARDEN FORK PINK,3.5,B
22061,LARGE CAKE STAND  HANGING STRAWBERY,5.05,B
22587,"FELTCRAFT HAIRBAND, S/2, RED/BLUE",3.21,B
23241,TREASURE TIN GYMKHANA DESIGN,3.56,B
35160,BUDDHA INCENSE HOLDER ASSORTED,0.54,B
23292,SPACE BOY CHILDRENS CUP,2.13,B
22073,RETRO SPOT STORAGE JAR,4.85,B
21677,HEARTS  STICKERS,2.74,B
22364,GLASS JAR DIGESTIVE BISCUITS,3.45,B
22897,OVEN MITT APPLE DESIGN,2.92,B
35924,HANGING FAIRY CAKE DECORATION,1.89,B
21397,BLUE  SPOTTY EGG CUP,1.74,B
21206,STRAWBERRY HONEYCOMB  GARLAND,2.32,B
21125,SET 6 FOOTBALL CELEBRATION CANDLES,2.52,B
23100,SILVER BELLS TABLE DECORATION,2.53,B
22231,JIGSAW TREE WITH BIRDHOUSE,2.96,B
23176,ABC TREASURE BOOK BOX,2.18,B
22074,6 RIBBONS SHIMMERING PINKS,2.85,B
22692,DOORMAT WELCOME TO OUR HOME,5.9,B
22707,WRAP MONSTER FUN,0.79,B
85231B,CINAMMON SET OF 9 T-LIGHTS,3.91,B
22311,OFFICE MUG WARMER BLACK+SILVER,3.1,B
22099,CARAVAN SQUARE TISSUE BOX,2.99,B
10125,MINI FUNKY DESIGN TAPES,1.72,B
17129D,CLEAR COLOUR GLASS GEMS IN BAG,0.39,B
16043,POP ART PUSH DOWN RUBBER,0.12,B
23002,TRAVEL CARD WALLET SKULLS,1.88,B
23148,MINIATURE ANTIQUE ROSE HOOK IVORY,2.45,B
85049B,LUSH GREENS RIBBONS,3.32,B
85049F,BABY BOOM RIBBONS,3.11,B
85118,HEART T-LIGHT HOLDER,0.82,B
21411,GINGHAM HEART  DOORSTOP RED,6.17,B
22565,FELTCRAFT HAIRBANDS PINK + WHITE,2.81,B
21329,DINOSAURS  WRITING SET,5.55,B
22586,FELTCRAFT HAIRBAND PINK AND BLUE,3.0,B
84989A,75 GREEN FAIRY CAKE CASES,1.51,B
22261,FELT EGG COSY WHITE RABBIT,2.53,B
21159,MOODY BOY  DOOR HANGER,2.41,B
22420,LIPSTICK PEN BABY PINK,2.34,B
23256,CHILDRENS CUTLERY SPACEBOY,3.56,B
22357,KINGS CHOICE BISCUIT TIN,4.55,B
23333,IVORY WICKER HEART MEDIUM,2.37,B
22922,FRIDGE MAGNETS US DINER ASSORTED,1.1,B
23434,3 RAFFIA RIBBONS 50'S CHRISTMAS,1.91,B
22097,SWALLOW SQUARE TISSUE BOX,2.59,B
16169K,WRAP FOLK ART,0.58,B
22550,HOLIDAY FUN LUDO,4.24,B
22179,SET 10 LIGHTS NIGHT OWL,5.6,B
85040A,S/4 PINK FLOWER CANDLES IN BOWL,4.04,B
22747,POPPY'S PLAYHOUSE BATHROOM,4.1,B
23145,ZINC T-LIGHT HOLDER STAR LARGE,1.62,B
85131A,BEADED PEARL HEART WHITE ON STICK,1.95,B
21873,IF YOU CAN'T STAND THE HEAT MUG,2.0,B
85049H,URBAN BLACK RIBBONS,3.27,B
85114B,IVORY ENCHANTED FOREST PLACEMAT,2.24,B
23332,IVORY WICKER HEART LARGE,2.87,B
35015,JACOBS LADDER SMALL,0.37,B
85132C,CHARLIE AND LOLA FIGURES TINS,2.95,B
22293,"SPRING DEC , HANGING CHICK  GREEN",2.28,B
23266,SET OF 3 WOODEN STOCKING DECORATION,3.26,B
21070,VINTAGE BILLBOARD MUG,2.28,B
16169M,WRAP DAISY CARPET,0.57,B
22262,FELT EGG COSY CHICKEN,3.19,B
21421,PORCELAIN ROSE LARGE,1.08,B
85053,FRENCH ENAMEL CANDLEHOLDER,3.8,B
16169N,WRAP BLUE RUSSIAN FOLKART,0.54,B
21747,SMALL SKULL WINDMILL,1.48,B
22917,HERB MARKER ROSEMARY,2.61,B
22186,RED STAR CARD HOLDER,3.45,B
22547,MINI JIGSAW DINOSAUR,1.9,B
85116,BLACK CANDELABRA T-LIGHT HOLDER,1.88,B
37444B,BLUE BREAKFAST CUP AND SAUCER,0.3,B
23101,SILVER STARS TABLE DECORATION,2.09,B
22264,FELT FARM ANIMAL WHITE BUNNY,1.72,B
22949,36 DOILIES DOLLY GIRL,1.74,B
72349B,SET/6 PURPLE BUTTERFLY T-LIGHTS,2.86,B
21384,IVORY HANGING DECORATION  BUTTERFLY,1.49,B
22779,WOODEN OWLS LIGHT GARLAND,1.98,B
23280,FOLDING BUTTERFLY MIRROR HOT PINK,1.51,B
72807C,SET/3 VANILLA SCENTED CANDLE IN BOX,3.44,B
85224,ASSORTED COLOUR SILK GLASSES CASE,0.65,B
21785,RAIN PONCHO,1.07,B
21214,SET OF 72 IVORY PAPER DOILIES,1.95,B
23004,TRAVEL CARD WALLET PANTRY,2.16,B
22044,CHRISTMAS CARD STACK OF PRESENTS,0.9,B
20653,CHERRY BLOSSOM LUGGAGE TAG,0.79,B
22916,HERB MARKER THYME,2.58,B
35971,ROSE FOLKART HEART DECORATIONS,2.23,B
22191,EAU DE NIL DINER WALL CLOCK,6.12,B
22592,CARDHOLDER HOLLY WREATH METAL,3.02,B
22972,CHILDREN'S SPACEBOY MUG,2.56,B
22136,LOVE HEART SOCK HANGER,2.67,B
22902,dotcom email,2.09,B
22236,CAKE STAND 3 TIER MAGIC GARDEN,4.06,B
85230A,OPIUM SCENTED VOTIVE CANDLE,0.46,B
85218,S/5 MINI ICE CREAM FRIDGE MAGNETS,0.02,B
23186,FRENCH STYLE STORAGE JAR CAFE,0.68,B
23436,GIFT BAG LARGE VINTAGE CHRISTMAS,1.09,B
22525,CHILDRENS GARDEN GLOVES PINK,3.29,B
21014,SWISS CHALET TREE DECORATION,1.97,B
22918,HERB MARKER PARSLEY,2.61,B
16015,MEDIUM CHINESE STYLE SCISSOR,0.64,B
22416,36 DOILIES SPACEBOY DESIGN,1.7,B
84849B,FAIRY SOAP SOAP HOLDER,2.87,B
22524,CHILDRENS GARDEN GLOVES BLUE,2.92,B
21564,PINK  HEART SHAPE LOVE BUCKET,2.87,B
22361,temp,4.9,B
21327,SKULLS WRITING SET,4.96,B
23264,SET OF 3 WOODEN SLEIGH DECORATIONS,3.02,B
21864,UNION JACK FLAG PASSPORT COVER,4.1,B
22286,"DECORATION , WOBBLY RABBIT , METAL",1.9,B
84006,MAGIC TREE -PAPER FLOWERS,2.15,B
35095B,RED VICTORIAN FABRIC OVAL BOX,1.74,B
20733,GOLD MINI TAPE MEASURE,2.95,B
22276,WASH BAG VINTAGE ROSE PAISLEY,3.73,B
22479,DAISY GARDEN MARKER,2.1,B
22117,METAL SIGN HER DINNER IS SERVED,2.24,B
21452,TOADSTOOL MONEY BOX,4.2,B
17164D,ASS COL SMALL SAND FROG P'WEIGHT,0.33,B
23234,BISCUIT TIN VINTAGE CHRISTMAS,2.68,B
22193,RED DINER WALL CLOCK,6.08,B
23437,50'S CHRISTMAS GIFT BAG LARGE,1.25,B
22101,MIRROR MOSAIC VOTIVE HOLDER,1.15,B
23504,PLAYING CARDS JUBILEE UNION JACK,2.1,B
23083,SET 6 PAPER TABLE LANTERN STARS,2.38,B
21007,ETCHED GLASS DROPLET DECORATION,0.47,B
23193,BUFFALO BILL TREASURE BOOK BOX,1.72,B
72225C,LAVENDER SCENT CAKE CANDLE,0.36,B
23399,HOME SWEET HOME HANGING HEART,2.29,B
85014D,PINK/BROWN DOTS RUFFLED UMBRELLA,0.88,B
22396,MAGNETS PACK OF 4 RETRO PHOTO,1.86,B
85071A,BLUE CHARLIE+LOLA PERSONAL DOORSIGN,1.44,B
20960,WATERMELON BATH SPONGE,2.11,B
21541,DINOSAURS WATER TRANSFER TATTOOS,1.93,B
22483,RED GINGHAM TEDDY BEAR,3.48,B
22067,CHOC TRUFFLE GOLD TRINKET POT,2.53,B
21945,STRAWBERRIES  DESIGN FLANNEL,2.42,B
22583,PACK OF 6 HANDBAG GIFT BOXES,3.62,B
21357,TOAST ITS - DINOSAUR,2.19,B
17001,HEAVENS SCENT FRAGRANCE OILS ASSTD,0.23,B
22371,AIRLINE BAG VINTAGE TOKYO 78,6.91,B
84944,SET OF 6 KASHMIR FOLKART BAUBLES,2.03,B
23287,RED VINTAGE SPOT BEAKER,1.92,B
22965,3 TRADITIONAl BISCUIT CUTTERS  SET,2.62,B
22251,BIRDHOUSE DECORATION MAGIC GARDEN,2.91,B
23196,RETRO LEAVES MAGNETIC NOTEPAD,2.94,B
21542,WOODLAND WATER TRANSFER TATTOOS,1.84,B
20657,TROPICAL LUGGAGE TAG,1.16,B
22676,"FRENCH BLUE METAL DOOR SIGN, 1",3.08,B
23382,BOX OF 6 CHRISTMAS CAKE DECORATIONS,2.1,B
85041,SET/4 PINK ORCHID CANDLES IN BOWL,0.96,B
23147,SINGLE ANTIQUE ROSE HOOK IVORY,2.53,B
21011,GLITTER SNOW PEAR TREE DECORATION,1.27,B
23229,VINTAGE DONKEY TAIL GAME,2.44,B
22199,FRYING PAN RED POLKADOT,3.96,B
23552,BICYCLE PUNCTURE REPAIR KIT,1.18,B
23238,SET OF 4 KNICK KNACK TINS LONDON,2.71,B
21171,BATHROOM METAL SIGN,2.51,B
23365,SET 12 COLOUR PENCILS LOVE LONDON,1.67,B
23550,WRAP ALPHABET POSTER,0.61,B
22070,SMALL RETRO SPOT MUG IN BOX  RED,3.17,B
22265,EASTER DECORATION NATURAL CHICK,1.73,B
22650,CERAMIC PIRATE CHEST MONEY BANK,2.84,B
22102,MIRROR MOSAIC T-LIGHT HOLDER,0.59,B
22175,PINK OWL SOFT TOY,3.63,B
22780,LIGHT GARLAND BUTTERFILES PINK,1.79,B
22605,WOODEN CROQUET GARDEN SET,6.23,B
22342,HOME GARLAND PAINTED ZINC,2.25,B
23551,PACK OF 12 PAISLEY PARK TISSUES,1.34,B
84012,MAGIC SHEEP WOOL GROWING FROM PAPER,1.74,B
22042,CHRISTMAS CARD SINGING ANGEL,1.34,B
23268,SET OF 2 CERAMIC CHRISTMAS REINDEER,0.9,B
23194,GYMKHANNA TREASURE BOOK BOX,2.1,B
85177,BASKET OF FLOWERS SEWING KIT,1.42,B
21826,EIGHT PIECE DINOSAUR SET,2.55,B
22919,HERB MARKER MINT,2.55,B
23163,REGENCY SUGAR TONGS,1.99,B
21675,BUTTERFLIES STICKERS,2.65,B
35649,VINTAGE BEAD COSMETIC BAG,0.51,B
22340,NOEL GARLAND PAINTED ZINC,1.79,B
20832,RED FLOCK LOVE HEART PHOTO FRAME,1.57,B
21336,GOLD WASHBAG,0.42,B
72484,ROSES IN WHITE HEART CANDLE,0.64,B
23438,RED SPOT GIFT BAG LARGE,1.06,B
23501,KEY RING BASEBALL BOOT UNION JACK,1.1,B
85194L,HANGING SPRING FLOWER EGG LARGE,1.42,B
21906,PHARMACIE FIRST AID TIN,4.22,B
18097C,WHITE TALL PORCELAIN T-LIGHT HOLDER,2.15,B
21973,SET OF 36 MUSHROOM PAPER DOILIES,2.02,B
84249D,FAIRY CAKE GREETINGS CARD,0.64,B
35095A,BLUE VICTORIAN FABRIC OVAL BOX,1.61,B
84880,WHITE WIRE EGG HOLDER,3.7,B
22157,ANGEL DECORATION WITH LACE PADDED,1.29,B
22921,HERB MARKER CHIVES,2.28,B
90057,DIAMANTE RING ASSORTED IN BOX.,0.35,B
23330,DECORATIVE WICKER HEART MEDIUM,2.2,B
20886,BOX OF 9 PEBBLE CANDLES,3.11,B
21340,CLASSIC METAL BIRDCAGE PLANT HOLDER,4.18,B
23352,ROLL WRAP 50'S RED CHRISTMAS,2.05,B
22310,KNITTED MUG COSY IVORY COLOUR,2.3,B
21503,TOYBOX  WRAP,0.61,B
23480,MINI LIGHTS WOODLAND MUSHROOMS,2.1,B
22598,CHRISTMAS MUSICAL ZINC TREE,1.43,B
21944,KITTENS DESIGN FLANNEL,2.01,B
85064,CREAM SWEETHEART LETTER RACK,2.85,B
84341B,SMALL PINK MAGIC CHRISTMAS TREE,1.3,B
84818,DANISH ROSE PHOTO FRAME,2.06,B
21624,VINTAGE UNION JACK DOORSTOP,3.95,B
23265,SET OF 3 WOODEN TREE DECORATIONS,3.02,B
22468,BABUSHKA LIGHTS STRING OF 10,4.11,B
22957,SET 3 PAPER VINTAGE CHICK PAPER EGG,2.09,B
23329,DECORATIVE WICKER HEART LARGE,2.49,B
85183B,CHARLIE & LOLA WASTEPAPER BIN FLORA,1.67,B
21634,ASSORTED MINI MADRAS NOTEBOOK,0.68,B
21817,GLITTER CHRISTMAS TREE,1.42,B
21666,RIDGED GLASS T-LIGHT HOLDER,0.84,B
79030G,"TUMBLER, NEW ENGLAND",1.19,B
22103,MIRROR MOSAIC T-LIGHT HOLDER ROUND,0.7,B
35598D,PINK/WHITE CHRISTMAS TREE 60CM,1.07,B
23006,TRAVEL CARD WALLET FLOWER MEADOW,1.66,B
22776,SWEETHEART CAKESTAND 3 TIER,6.78,B
85194S,HANGING SPRING FLOWER EGG SMALL,1.27,B
16168M,FUNKY MONKEY GIFT BAG MEDIUM,1.0,B
37327,ASSTD MULTICOLOUR CIRCLES MUG,0.91,B
22628,PICNIC BOXES SET OF 3 RETROSPOT,3.41,B
